N,alpha,n_iter,prior_mean,source,v,x_id
1000,2.4,,0.1,phase_mse,4.9225525229457024e-05,x
1000,2.42,44.0,0.1,SE,5.328458128199223e-07,x
1000,2.42,34.0,0.1,EP,3.216130640814818e-07,x
1000,2.42,,0.1,mse,6.73236560472338e-08,x
1000,2.42,,0.1,phase_mse,6.732365604723186e-08,x
1000,2.44,44.0,0.1,SE,3.671545581839914e-07,x
1000,2.44,47.0,0.1,EP,8.383792818134091e-07,x
1000,2.44,,0.1,mse,0.0020258995687537328,x
1000,2.44,,0.1,phase_mse,1.379517712581802e-06,x
1000,2.46,43.0,0.1,SE,5.140556634383853e-07,x
1000,2.46,47.0,0.1,EP,1.0672196842543273e-06,x
1000,2.46,,0.1,mse,0.3872424619383045,x
1000,2.46,,0.1,phase_mse,0.00012885743596030455,x
1000,2.48,43.0,0.1,SE,3.607129821295735e-07,x
1000,2.48,33.0,0.1,EP,3.7938186505392846e-07,x
1000,2.48,,0.1,mse,1.0663013281466582e-07,x
1000,2.48,,0.1,phase_mse,1.0663013281466582e-07,x
1000,2.5,42.0,0.1,SE,5.184910327089638e-07,x
1000,2.5,33.0,0.1,EP,4.3840995647285246e-07,x
1000,2.5,,0.1,mse,0.9587423014746853,x
1000,2.5,,0.1,phase_mse,0.00011057529078182477,x
1000,2.52,42.0,0.1,SE,3.729538399942564e-07,x
1000,2.52,53.0,0.1,EP,1.0243852949909448e-06,x
1000,2.52,,0.1,mse,0.6104424302477596,x
1000,2.52,,0.1,phase_mse,0.0002448954992802893,x
1000,2.54,42.0,0.1,SE,2.654810053201971e-07,x
1000,2.54,47.0,0.1,EP,9.776367360730138e-07,x
1000,2.54,,0.1,mse,0.539107539884049,x
1000,2.54,,0.1,phase_mse,0.00034535471329674543,x
1000,2.56,41.0,0.1,SE,4.037481625940831e-07,x
1000,2.56,41.0,0.1,EP,9.562573479333463e-07,x
1000,2.56,,0.1,mse,0.10480845787357412,x
1000,2.56,,0.1,phase_mse,3.819030750786214e-05,x
1000,2.58,41.0,0.1,SE,2.955295542163543e-07,x
1000,2.58,31.0,0.1,EP,7.515266400573686e-07,x
1000,2.58,,0.1,mse,9.76692534407787e-06,x
1000,2.58,,0.1,phase_mse,9.766925344076867e-06,x
1000,2.6,40.0,0.1,SE,4.5795845131790713e-07,x
1000,2.6,43.0,0.1,EP,6.532679339439756e-07,x
1000,2.6,,0.1,mse,0.47878406879351154,x
1000,2.6,,0.1,phase_mse,0.00011303462590654137,x
1000,2.62,40.0,0.1,SE,3.3708403726978717e-07,x
1000,2.62,42.0,0.1,EP,9.555503428423655e-07,x
1000,2.62,,0.1,mse,0.12067392420307013,x
1000,2.62,,0.1,phase_mse,7.423868672914485e-05,x
1000,2.64,40.0,0.1,SE,2.5276535656892873e-07,x
1000,2.64,31.0,0.1,EP,2.449242279768371e-07,x
1000,2.64,,0.1,mse,3.755142951725719e-08,x
1000,2.64,,0.1,phase_mse,3.755142951725719e-08,x
1000,2.66,39.0,0.1,SE,4.0649322374582964e-07,x
1000,2.66,29.0,0.1,EP,3.9376957852890226e-07,x
1000,2.66,,0.1,mse,1.3170107070590157e-07,x
1000,2.66,,0.1,phase_mse,1.3170107070590157e-07,x
1000,2.68,39.0,0.1,SE,3.0674267687160026e-07,x
1000,2.68,39.0,0.1,EP,8.180296779362201e-07,x
1000,2.68,,0.1,mse,0.2545297308532693,x
1000,2.68,,0.1,phase_mse,0.0004997407694733751,x
1000,2.7,39.0,0.1,SE,2.3296026292552197e-07,x
1000,2.7,38.0,0.1,EP,6.637234143802206e-07,x
1000,2.7,,0.1,mse,0.030262289431455057,x
1000,2.7,,0.1,phase_mse,4.374841689826762e-06,x
1000,2.72,38.0,0.1,SE,3.872819896212982e-07,x
1000,2.72,29.0,0.1,EP,4.305266680934041e-07,x
1000,2.72,,0.1,mse,1.0367244394316854e-07,x
1000,2.72,,0.1,phase_mse,1.0367244394316854e-07,x
1000,2.74,38.0,0.1,SE,2.9850257338114973e-07,x
1000,2.74,30.0,0.1,EP,2.7499568040896065e-07,x
1000,2.74,,0.1,mse,5.390420230685023e-07,x
1000,2.74,,0.1,phase_mse,5.390420230683134e-07,x
1000,2.7600000000000002,38.0,0.1,SE,2.3016903150042908e-07,x
1000,2.7600000000000002,41.0,0.1,EP,7.620059316545183e-07,x
1000,2.7600000000000002,,0.1,mse,1.0634466115569376,x
1000,2.7600000000000002,,0.1,phase_mse,0.00016102210935577745,x
1000,2.7800000000000002,37.0,0.1,SE,3.9781469903192016e-07,x
1000,2.7800000000000002,27.0,0.1,EP,4.0747215250861333e-07,x
1000,2.7800000000000002,,0.1,mse,7.076876112451987e-08,x
1000,2.7800000000000002,,0.1,phase_mse,7.076876112451987e-08,x
1000,2.8000000000000003,37.0,0.1,SE,3.098753595852798e-07,x
1000,2.8000000000000003,36.0,0.1,EP,5.955191159502016e-07,x
1000,2.8000000000000003,,0.1,mse,0.036843068046104606,x
1000,2.8000000000000003,,0.1,phase_mse,0.00011280265665569187,x
1000,2.82,37.0,0.1,SE,2.4106876162883046e-07,x
1000,2.82,36.0,0.1,EP,7.087737428834744e-07,x
1000,2.82,,0.1,mse,0.22759455473647558,x
1000,2.82,,0.1,phase_mse,0.0004610701302863495,x
1000,2.84,37.0,0.1,SE,1.8882611936475757e-07,x
1000,2.84,31.0,0.1,EP,5.237372614328947e-07,x
1000,2.84,,0.1,mse,0.0002210432009280988,x
1000,2.84,,0.1,phase_mse,0.0002210432009280988,x
1000,2.86,36.0,0.1,SE,3.3995649342932587e-07,x
1000,2.86,30.0,0.1,EP,2.5669380547831664e-07,x
1000,2.86,,0.1,mse,1.0871041882905001e-07,x
1000,2.86,,0.1,phase_mse,1.087104188289916e-07,x
1000,2.88,36.0,0.1,SE,2.695147297388108e-07,x
1000,2.88,32.0,0.1,EP,6.3571137458412e-07,x
1000,2.88,,0.1,mse,0.006235215820067384,x
1000,2.88,,0.1,phase_mse,0.00016821046199496048,x
1000,2.9,36.0,0.1,SE,2.1274877158003348e-07,x
1000,2.9,34.0,0.1,EP,6.575105070078421e-07,x
1000,2.9,,0.1,mse,0.008602898639774306,x
1000,2.9,,0.1,phase_mse,6.78520453585177e-07,x
1000,2.92,36.0,0.1,SE,1.7022213884364905e-07,x
1000,2.92,34.0,0.1,EP,5.940218086183764e-07,x
1000,2.92,,0.1,mse,0.07944450960557786,x
1000,2.92,,0.1,phase_mse,0.00011900020347502373,x
1000,2.94,35.0,0.1,SE,3.183733185782999e-07,x
1000,2.94,33.0,0.1,EP,5.126176952692474e-07,x
1000,2.94,,0.1,mse,0.24021347484754188,x
1000,2.94,,0.1,phase_mse,4.285756689453629e-05,x
1000,2.96,35.0,0.1,SE,2.568718937907999e-07,x
1000,2.96,31.0,0.1,EP,4.450100163230941e-07,x
1000,2.96,,0.1,mse,0.005536366549350651,x
1000,2.96,,0.1,phase_mse,0.0003018928930769405,x
1000,2.98,35.0,0.1,SE,2.0646186912472562e-07,x
1000,2.98,33.0,0.1,EP,4.6807062046747257e-07,x
1000,2.98,,0.1,mse,0.19100907336080042,x
1000,2.98,,0.1,phase_mse,0.0005346823221655039,x
1000,3.0,35.0,0.1,SE,1.6581905266609982e-07,x
1000,3.0,36.0,0.1,EP,5.333271879318752e-07,x
1000,3.0,,0.1,mse,0.49265042380915175,x
1000,3.0,,0.1,phase_mse,0.00021279326259964957,x
1000,0.02,16.0,1.0,SE,0.7474264390008034,x
1000,0.02,16.0,1.0,EP,0.7478386408416736,x
1000,0.02,,1.0,mse,0.7546567979680349,x
1000,0.02,,1.0,phase_mse,0.7546567979680349,x
1000,0.04,17.0,1.0,SE,0.7448012785678427,x
1000,0.04,16.0,1.0,EP,0.7406628715970867,x
1000,0.04,,1.0,mse,0.7331475072507826,x
1000,0.04,,1.0,phase_mse,0.7322674325120391,x
1000,0.06,17.0,1.0,SE,0.7421199343352054,x
1000,0.06,16.0,1.0,EP,0.7415781645456941,x
1000,0.06,,1.0,mse,0.7569059898790681,x
1000,0.06,,1.0,phase_mse,0.7569059898790681,x
1000,0.08,18.0,1.0,SE,0.7393943152181829,x
1000,0.08,19.0,1.0,EP,0.7483582307427299,x
1000,0.08,,1.0,mse,0.7557519610845166,x
1000,0.08,,1.0,phase_mse,0.7557519610845166,x
1000,0.1,18.0,1.0,SE,0.7365871427444624,x
1000,0.1,16.0,1.0,EP,0.7292686660739479,x
1000,0.1,,1.0,mse,0.7255402033726269,x
1000,0.1,,1.0,phase_mse,0.7255402033726269,x
1000,0.12,18.0,1.0,SE,0.7337485920157591,x
1000,0.12,22.0,1.0,EP,0.7366020108395662,x
1000,0.12,,1.0,mse,0.7379594769380251,x
1000,0.12,,1.0,phase_mse,0.7379152569060144,x
1000,0.14,19.0,1.0,SE,0.7308168601468171,x
1000,0.14,20.0,1.0,EP,0.7232310561412277,x
1000,0.14,,1.0,mse,0.7001322950726525,x
1000,0.14,,1.0,phase_mse,0.6998375429139748,x
1000,0.16,19.0,1.0,SE,0.7278710259872994,x
1000,0.16,23.0,1.0,EP,0.7577607804302043,x
1000,0.16,,1.0,mse,0.7729502245391384,x
1000,0.16,,1.0,phase_mse,0.7729502245391384,x
1000,0.18,20.0,1.0,SE,0.7248086134560852,x
1000,0.18,24.0,1.0,EP,0.7417283851103283,x
1000,0.18,,1.0,mse,0.722870225540222,x
1000,0.18,,1.0,phase_mse,0.720971029602252,x
1000,0.2,20.0,1.0,SE,0.7217110961586328,x
1000,0.2,19.0,1.0,EP,0.7092356484831659,x
1000,0.2,,1.0,mse,0.7546701653602447,x
1000,0.2,,1.0,phase_mse,0.7545333002753762,x
1000,0.22,20.0,1.0,SE,0.7185122262999336,x
1000,0.22,24.0,1.0,EP,0.6884597437096138,x
1000,0.22,,1.0,mse,0.6876749079741348,x
1000,0.22,,1.0,phase_mse,0.6876749079741348,x
1000,0.24,21.0,1.0,SE,0.7152664469050376,x
1000,0.24,40.0,1.0,EP,0.6869957048777807,x
1000,0.24,,1.0,mse,0.7169505440473525,x
1000,0.24,,1.0,phase_mse,0.7169505440473525,x
1000,0.26,21.0,1.0,SE,0.7119879337049422,x
1000,0.26,18.0,1.0,EP,0.7155726095642131,x
1000,0.26,,1.0,mse,0.7287764014530057,x
1000,0.26,,1.0,phase_mse,0.7287764014530057,x
1000,0.28,22.0,1.0,SE,0.7086298265873127,x
1000,0.28,31.0,1.0,EP,0.7213057121678716,x
1000,0.28,,1.0,mse,0.730855308529178,x
1000,0.28,,1.0,phase_mse,0.7284719757136516,x
1000,0.3,22.0,1.0,SE,0.7051036831183148,x
1000,0.3,22.0,1.0,EP,0.6883251240184862,x
1000,0.3,,1.0,mse,0.715952489027458,x
1000,0.3,,1.0,phase_mse,0.7159524890274579,x
1000,0.32,23.0,1.0,SE,0.7015484124438243,x
1000,0.32,28.0,1.0,EP,0.6919424786990238,x
1000,0.32,,1.0,mse,0.651705756131574,x
1000,0.32,,1.0,phase_mse,0.6511568077226058,x
1000,0.34,23.0,1.0,SE,0.6979667606606256,x
1000,0.34,20.0,1.0,EP,0.6898182467000197,x
1000,0.34,,1.0,mse,0.6838678128599406,x
1000,0.34,,1.0,phase_mse,0.6838678128599406,x
1000,0.36,24.0,1.0,SE,0.6942587603568204,x
1000,0.36,23.0,1.0,EP,0.6798238748492879,x
1000,0.36,,1.0,mse,0.6885579420132083,x
1000,0.36,,1.0,phase_mse,0.6885579420132082,x
1000,0.38,24.0,1.0,SE,0.6904043983082832,x
1000,0.38,26.0,1.0,EP,0.6590439095847946,x
1000,0.38,,1.0,mse,0.6633754702169028,x
1000,0.38,,1.0,phase_mse,0.6630700940085601,x
1000,0.4,25.0,1.0,SE,0.6865424252173652,x
1000,0.4,21.0,1.0,EP,0.6894080351560383,x
1000,0.4,,1.0,mse,0.6614246194560754,x
1000,0.4,,1.0,phase_mse,0.6581958196793964,x
1000,0.42,25.0,1.0,SE,0.682556483779373,x
1000,0.42,22.0,1.0,EP,0.6672545770823259,x
1000,0.42,,1.0,mse,0.6606519477484828,x
1000,0.42,,1.0,phase_mse,0.6604633791667407,x
1000,0.44,26.0,1.0,SE,0.6784567148100487,x
1000,0.44,36.0,1.0,EP,0.6773061873140325,x
1000,0.44,,1.0,mse,0.6781828257329379,x
1000,0.44,,1.0,phase_mse,0.6781828257329379,x
1000,0.46,26.0,1.0,SE,0.67416728881142,x
1000,0.46,34.0,1.0,EP,0.6623981967329263,x
1000,0.46,,1.0,mse,0.6457113058704456,x
1000,0.46,,1.0,phase_mse,0.6455685594979766,x
1000,0.48,27.0,1.0,SE,0.6700571664192321,x
1000,0.48,29.0,1.0,EP,0.6751266953451303,x
1000,0.48,,1.0,mse,0.6644116208306886,x
1000,0.48,,1.0,phase_mse,0.6627919495431599,x
1000,0.5,27.0,1.0,SE,0.6657520679159863,x
1000,0.5,30.0,1.0,EP,0.6658290785228284,x
1000,0.5,,1.0,mse,0.6791614964599676,x
1000,0.5,,1.0,phase_mse,0.6788804231422104,x
1000,0.52,28.0,1.0,SE,0.6610733836069786,x
1000,0.52,26.0,1.0,EP,0.6580540003572323,x
1000,0.52,,1.0,mse,0.647074215450408,x
1000,0.52,,1.0,phase_mse,0.6469019909481605,x
1000,0.54,28.0,1.0,SE,0.6564907354805241,x
1000,0.54,47.0,1.0,EP,0.649251914627738,x
1000,0.54,,1.0,mse,0.6582164207678346,x
1000,0.54,,1.0,phase_mse,0.6578750454052492,x
1000,0.56,29.0,1.0,SE,0.6517600801286557,x
1000,0.56,37.0,1.0,EP,0.653091736936333,x
1000,0.56,,1.0,mse,0.676559319693591,x
1000,0.56,,1.0,phase_mse,0.6755604069989012,x
1000,0.58,30.0,1.0,SE,0.6469666162294858,x
1000,0.58,34.0,1.0,EP,0.6423525558591152,x
1000,0.58,,1.0,mse,0.676727094187484,x
1000,0.58,,1.0,phase_mse,0.6754683338687913,x
1000,0.6,30.0,1.0,SE,0.6419503578077043,x
1000,0.6,38.0,1.0,EP,0.6348288442704128,x
1000,0.6,,1.0,mse,0.644583229818594,x
1000,0.6,,1.0,phase_mse,0.644583229818594,x
1000,0.62,31.0,1.0,SE,0.6368058458516669,x
1000,0.62,37.0,1.0,EP,0.6487862251298984,x
1000,0.62,,1.0,mse,0.6816672416116346,x
1000,0.62,,1.0,phase_mse,0.6814215805088415,x
1000,0.64,32.0,1.0,SE,0.631594211151992,x
1000,0.64,36.0,1.0,EP,0.6319724408479543,x
1000,0.64,,1.0,mse,0.6245674591525401,x
1000,0.64,,1.0,phase_mse,0.6226119648041328,x
1000,0.66,32.0,1.0,SE,0.6263793660653064,x
1000,0.66,49.0,1.0,EP,0.6175248042179493,x
1000,0.66,,1.0,mse,0.6227002257392337,x
1000,0.66,,1.0,phase_mse,0.6210799527807335,x
1000,0.68,33.0,1.0,SE,0.6206973430476106,x
1000,0.68,35.0,1.0,EP,0.6039636409768332,x
1000,0.68,,1.0,mse,0.6162245704835655,x
1000,0.68,,1.0,phase_mse,0.6158445673311576,x
1000,0.7000000000000001,34.0,1.0,SE,0.6150949542033721,x
1000,0.7000000000000001,39.0,1.0,EP,0.6343523986834838,x
1000,0.7000000000000001,,1.0,mse,0.6258114691655449,x
1000,0.7000000000000001,,1.0,phase_mse,0.6251306871143545,x
1000,0.72,35.0,1.0,SE,0.6092244243905949,x
1000,0.72,40.0,1.0,EP,0.6224364901686045,x
1000,0.72,,1.0,mse,0.6246431735242258,x
1000,0.72,,1.0,phase_mse,0.6226277084478722,x
1000,0.74,35.0,1.0,SE,0.6033470550926803,x
1000,0.74,49.0,1.0,EP,0.5989832796385396,x
1000,0.74,,1.0,mse,0.6316797570864282,x
1000,0.74,,1.0,phase_mse,0.631070264623309,x
1000,0.76,36.0,1.0,SE,0.5971776612179723,x
1000,0.76,35.0,1.0,EP,0.5823688001263089,x
1000,0.76,,1.0,mse,0.6471751083307178,x
1000,0.76,,1.0,phase_mse,0.6435139738012695,x
1000,0.78,37.0,1.0,SE,0.5909354944939883,x
1000,0.78,42.0,1.0,EP,0.5592320804231383,x
1000,0.78,,1.0,mse,0.5461555604180699,x
1000,0.78,,1.0,phase_mse,0.5443798437721064,x
1000,0.8,38.0,1.0,SE,0.584338699849403,x
1000,0.8,42.0,1.0,EP,0.5739524639486501,x
1000,0.8,,1.0,mse,0.5659977855098445,x
1000,0.8,,1.0,phase_mse,0.5647456843583584,x
1000,0.8200000000000001,39.0,1.0,SE,0.5775742663974401,x
1000,0.8200000000000001,55.0,1.0,EP,0.5721703980269766,x
1000,0.8200000000000001,,1.0,mse,0.5346916600024777,x
1000,0.8200000000000001,,1.0,phase_mse,0.5345657356076583,x
1000,0.84,40.0,1.0,SE,0.5709574136618831,x
1000,0.84,42.0,1.0,EP,0.6043767343303353,x
1000,0.84,,1.0,mse,0.5848919708344349,x
1000,0.84,,1.0,phase_mse,0.5842787751301239,x
1000,0.86,41.0,1.0,SE,0.5639264271660804,x
1000,0.86,51.0,1.0,EP,0.5394456876123084,x
1000,0.86,,1.0,mse,0.5371552878387298,x
1000,0.86,,1.0,phase_mse,0.5371552878387298,x
1000,0.88,42.0,1.0,SE,0.5564484700956773,x
1000,0.88,36.0,1.0,EP,0.5550926715604585,x
1000,0.88,,1.0,mse,0.5676295688328951,x
1000,0.88,,1.0,phase_mse,0.5675152022757414,x
1000,0.9,43.0,1.0,SE,0.5488445941009552,x
1000,0.9,56.0,1.0,EP,0.5431012529823717,x
1000,0.9,,1.0,mse,0.548142260227328,x
1000,0.9,,1.0,phase_mse,0.548142260227328,x
1000,0.92,45.0,1.0,SE,0.5411917817849549,x
1000,0.92,61.0,1.0,EP,0.5363162749427456,x
1000,0.92,,1.0,mse,0.5230716786255637,x
1000,0.92,,1.0,phase_mse,0.5229346594828523,x
1000,0.9400000000000001,46.0,1.0,SE,0.5333083754329443,x
1000,0.9400000000000001,53.0,1.0,EP,0.536665167173427,x
1000,0.9400000000000001,,1.0,mse,0.4893581055130544,x
1000,0.9400000000000001,,1.0,phase_mse,0.4893581055130544,x
1000,0.96,47.0,1.0,SE,0.5247384506299819,x
1000,0.96,66.0,1.0,EP,0.48254580204653774,x
1000,0.96,,1.0,mse,0.4944348302714187,x
1000,0.96,,1.0,phase_mse,0.4915730710322945,x
1000,0.98,48.0,1.0,SE,0.5165285954303487,x
1000,0.98,47.0,1.0,EP,0.5089097142803354,x
1000,0.98,,1.0,mse,0.45058988457306837,x
1000,0.98,,1.0,phase_mse,0.45058988457306837,x
1000,1.0,50.0,1.0,SE,0.5073890142480072,x
1000,1.0,37.0,1.0,EP,0.5073842572865247,x
1000,1.0,,1.0,mse,0.5148189363763893,x
1000,1.0,,1.0,phase_mse,0.5127419321830913,x
1000,1.02,51.0,1.0,SE,0.4986311349412533,x
1000,1.02,56.0,1.0,EP,0.46608387917122535,x
1000,1.02,,1.0,mse,0.43543834777489077,x
1000,1.02,,1.0,phase_mse,0.4345501960605608,x
1000,1.04,53.0,1.0,SE,0.48894179728539683,x
1000,1.04,51.0,1.0,EP,0.4898152152584358,x
1000,1.04,,1.0,mse,0.533958723890166,x
1000,1.04,,1.0,phase_mse,0.533958723890166,x
1000,1.06,55.0,1.0,SE,0.4793263164027244,x
1000,1.06,67.0,1.0,EP,0.46045899340548624,x
1000,1.06,,1.0,mse,0.4975393193333415,x
1000,1.06,,1.0,phase_mse,0.4975393193333415,x
1000,1.08,57.0,1.0,SE,0.4693749349080019,x
1000,1.08,57.0,1.0,EP,0.4434930107061817,x
1000,1.08,,1.0,mse,0.4077500840812794,x
1000,1.08,,1.0,phase_mse,0.4077500840812794,x
1000,1.1,59.0,1.0,SE,0.45914655246579295,x
1000,1.1,101.0,1.0,EP,0.4556626639219945,x
1000,1.1,,1.0,mse,0.4592918942562509,x
1000,1.1,,1.0,phase_mse,0.45656403351596403,x
1000,1.12,61.0,1.0,SE,0.44814141944558705,x
1000,1.12,51.0,1.0,EP,0.4592432179049566,x
1000,1.12,,1.0,mse,0.46287541227401335,x
1000,1.12,,1.0,phase_mse,0.46287541227401335,x
1000,1.1400000000000001,63.0,1.0,SE,0.4374887311307807,x
1000,1.1400000000000001,65.0,1.0,EP,0.4974168260196994,x
1000,1.1400000000000001,,1.0,mse,0.5012630941633559,x
1000,1.1400000000000001,,1.0,phase_mse,0.500482187839454,x
1000,1.16,66.0,1.0,SE,0.4252968219096322,x
1000,1.16,120.0,1.0,EP,0.42161681031775095,x
1000,1.16,,1.0,mse,0.40388581549347613,x
1000,1.16,,1.0,phase_mse,0.4015514672499909,x
1000,1.18,69.0,1.0,SE,0.4129386508299116,x
1000,1.18,58.0,1.0,EP,0.41260672983284324,x
1000,1.18,,1.0,mse,0.3793268882950347,x
1000,1.18,,1.0,phase_mse,0.37813573080648416,x
1000,1.2,72.0,1.0,SE,0.4001020298695611,x
1000,1.2,130.0,1.0,EP,0.3713480778517343,x
1000,1.2,,1.0,mse,0.37921113839595366,x
1000,1.2,,1.0,phase_mse,0.37921113839595366,x
1000,1.22,76.0,1.0,SE,0.3868310897946618,x
1000,1.22,107.0,1.0,EP,0.4049045618524168,x
1000,1.22,,1.0,mse,0.4130773421343505,x
1000,1.22,,1.0,phase_mse,0.4130773421343505,x
1000,1.24,80.0,1.0,SE,0.3729037841265883,x
1000,1.24,103.0,1.0,EP,0.3774962414922826,x
1000,1.24,,1.0,mse,0.42162208812234137,x
1000,1.24,,1.0,phase_mse,0.4216220881223413,x
1000,1.26,85.0,1.0,SE,0.3580669873277843,x
1000,1.26,200.0,1.0,EP,0.38634642157136373,x
1000,1.26,,1.0,mse,0.39027152012110394,x
